,city,price,carat,clarity,color,cut,depth,table,x,y,z
18500,Madrid,1013,0.36,VS2,E,Ideal,61.1,56.0,4.63,4.6,2.82
18501,Madrid,4077,0.91,VS2,E,Ideal,62.1,55.0,6.17,6.14,3.82
18502,Madrid,3582,0.78,VS2,E,Ideal,61.4,56.0,5.91,5.95,3.64
18503,Madrid,3235,0.72,VS2,E,Ideal,62.1,57.0,5.73,5.76,3.57
18504,Madrid,8253,1.13,VS2,E,Ideal,62.0,54.0,6.66,6.7,4.14
18505,Madrid,1656,0.51,VS2,E,Ideal,61.5,57.0,5.09,5.12,3.14
18506,Madrid,6871,1.0,VS2,E,Ideal,62.0,56.0,6.46,6.41,3.99
18507,Madrid,1013,0.36,VS2,E,Ideal,61.2,56.0,4.62,4.6,2.82
18508,Madrid,1815,0.52,VS2,E,Ideal,61.2,56.0,5.23,5.16,3.18
18509,Madrid,744,0.35,VS2,E,Ideal,61.6,57.0,4.53,4.56,2.8
18510,Madrid,3584,0.8,VS2,E,Ideal,62.2,57.0,5.98,5.95,3.71
18511,Madrid,844,0.3,VS2,E,Ideal,61.8,55.0,4.35,4.33,2.68
18512,Madrid,658,0.3,VS2,E,Ideal,61.6,55.0,4.31,4.33,2.66
18513,Madrid,723,0.33,VS2,E,Ideal,62.4,55.0,4.4,4.42,2.75
18514,Madrid,844,0.3,VS2,E,Ideal,61.7,55.0,4.32,4.3,2.66
18515,Madrid,702,0.32,VS2,E,Ideal,62.1,55.0,4.4,4.42,2.74
18516,Madrid,1755,0.59,VS2,E,Ideal,61.4,56.0,5.33,5.42,3.3
18517,Madrid,1819,0.56,VS2,E,Ideal,61.9,55.0,5.29,5.34,3.29
18518,Madrid,7240,1.07,VS2,E,Ideal,61.8,58.0,6.53,6.61,4.06
18519,Madrid,4039,0.76,VS2,E,Ideal,62.1,55.0,5.84,5.88,3.64
18520,Madrid,935,0.41,VS2,E,Ideal,62.0,56.0,4.72,4.79,2.95
18521,Madrid,1662,0.51,VS2,E,Ideal,61.5,55.0,5.23,5.14,3.19
18522,Madrid,577,0.27,VS2,E,Ideal,61.0,55.0,4.18,4.2,2.56
18523,Madrid,999,0.41,VS2,E,Ideal,62.3,56.0,4.77,4.74,2.96
18524,Madrid,928,0.33,VS2,E,Ideal,62.1,56.0,4.45,4.4,2.75
18525,Madrid,768,0.37,VS2,E,Ideal,60.1,59.0,4.64,4.68,2.8
18526,Madrid,1851,0.57,VS2,E,Ideal,61.7,56.0,5.34,5.36,3.3
18527,Madrid,3304,0.71,VS2,E,Ideal,62.1,55.0,5.72,5.75,3.56
18528,Madrid,872,0.31,VS2,E,Ideal,61.9,55.0,4.38,4.34,2.7
18529,Madrid,723,0.33,VS2,E,Ideal,60.5,56.0,4.48,4.51,2.72
18530,Madrid,872,0.31,VS2,E,Ideal,61.9,55.0,4.39,4.36,2.71
18531,Madrid,984,0.35,VS2,E,Ideal,62.0,57.0,4.55,4.51,2.81
18532,Madrid,14889,1.51,VS2,E,Ideal,61.2,57.0,7.37,7.47,4.54
18533,Madrid,1721,0.53,VS2,E,Ideal,61.9,55.0,5.19,5.22,3.22
18534,Madrid,1451,0.5,VS2,E,Ideal,62.7,55.0,5.08,5.12,3.2
18535,Madrid,935,0.41,VS2,E,Ideal,62.1,56.0,4.74,4.76,2.95
18536,Madrid,1041,0.37,VS2,E,Ideal,61.6,57.0,4.65,4.61,2.85
18537,Madrid,702,0.32,VS2,E,Ideal,61.7,55.0,4.36,4.42,2.71
18538,London,984,0.35,VS2,E,Ideal,61.6,55.0,4.54,4.49,2.78
18539,London,702,0.32,VS2,E,Ideal,61.4,56.0,4.4,4.43,2.71
18540,London,1624,0.5,VS2,E,Ideal,62.1,54.0,5.11,5.13,3.18
18541,London,1024,0.42,VS2,E,Ideal,61.8,57.0,4.81,4.77,2.96
18542,London,680,0.31,VS2,E,Ideal,61.8,55.0,4.37,4.4,2.71
18543,London,3301,0.72,VS2,E,Ideal,60.9,56.0,5.81,5.84,3.55
18544,London,680,0.31,VS2,E,Ideal,61.4,54.0,4.33,4.4,2.68
18545,London,911,0.3,VS2,E,Ideal,61.4,59.0,4.3,4.27,2.63
18546,London,1080,0.36,VS2,E,Ideal,60.2,56.0,4.65,4.62,2.79
18547,London,1607,0.53,VS2,E,Ideal,62.0,55.0,5.17,5.21,3.22
18548,London,854,0.4,VS2,E,Ideal,62.1,54.0,4.72,4.75,2.94
18549,London,3427,0.72,VS2,E,Ideal,61.7,55.0,5.8,5.77,3.57
18550,London,1815,0.52,VS2,E,Ideal,61.9,56.0,5.16,5.12,3.18
18551,London,15025,1.51,VS2,E,Ideal,61.2,57.0,7.47,7.37,4.54
18552,London,1949,0.57,VS2,E,Ideal,61.8,55.0,5.38,5.34,3.31
18553,London,680,0.31,VS2,E,Ideal,60.5,56.0,4.38,4.41,2.66
18554,London,956,0.34,VS2,E,Ideal,62.6,55.0,4.45,4.43,2.78
18555,London,1567,0.54,VS2,E,Ideal,61.8,55.0,5.22,5.26,3.24
18556,London,1815,0.52,VS2,E,Ideal,62.2,56.0,5.15,5.11,3.19
18557,London,1112,0.38,VS2,E,Ideal,60.1,56.0,4.72,4.69,2.83
18558,London,1605,0.51,VS2,E,Ideal,61.5,58.0,5.12,5.15,3.16
18559,London,1949,0.57,VS2,E,Ideal,61.8,56.0,5.33,5.29,3.28
18560,London,1656,0.51,VS2,E,Ideal,61.6,56.3,5.14,5.15,3.16
18561,London,3601,0.72,VS2,E,Ideal,61.1,56.0,5.78,5.81,3.54
18562,London,702,0.32,VS2,E,Ideal,62.0,57.0,4.39,4.41,2.73
18563,London,1609,0.54,VS2,E,Ideal,61.7,55.0,5.23,5.2,3.22
18564,London,1888,0.52,VS2,E,Ideal,61.7,56.0,5.16,5.21,3.2
18565,London,658,0.3,VS2,E,Ideal,62.0,56.0,4.31,4.34,2.68
18566,London,1778,0.57,VS2,E,Ideal,62.1,55.0,5.37,5.33,3.32
18567,London,3470,0.73,VS2,E,Ideal,61.7,57.0,5.75,5.78,3.55
18568,London,3145,0.72,VS2,E,Ideal,60.6,57.0,5.85,5.83,3.54
18569,London,1676,0.5,VS2,E,Ideal,62.9,55.0,5.11,5.07,3.2
18570,London,1947,0.52,VS2,E,Ideal,61.2,56.0,5.2,5.16,3.17
18571,London,900,0.32,VS2,E,Ideal,62.1,56.0,4.43,4.4,2.74
18572,London,789,0.36,VS2,E,Ideal,61.9,56.0,4.56,4.59,2.83
18573,London,658,0.3,VS2,E,Ideal,61.5,55.0,4.28,4.31,2.64
18574,London,767,0.35,VS2,E,Ideal,62.5,55.0,4.5,4.52,2.82
18575,London,3435,0.75,VS2,E,Ideal,61.9,57.0,5.81,5.83,3.6
18576,London,844,0.3,VS2,E,Ideal,62.3,56.0,4.34,4.3,2.69
18577,London,872,0.31,VS2,E,Ideal,61.8,56.0,4.36,4.34,2.69
18578,London,1847,0.54,VS2,E,Ideal,61.7,55.0,5.27,5.24,3.24
18579,London,3504,0.7,VS2,E,Ideal,60.8,56.0,5.74,5.78,3.5
18580,London,3103,0.71,VS2,E,Ideal,62.2,56.0,5.7,5.75,3.56
18581,London,1576,0.52,VS2,E,Ideal,60.7,56.0,5.2,5.24,3.17
18582,London,680,0.31,VS2,E,Ideal,61.3,56.0,4.34,4.37,2.67
18583,London,3145,0.71,VS2,E,Ideal,60.1,59.0,5.79,5.83,3.49
18584,London,3370,0.7,VS2,E,Ideal,61.1,56.0,5.76,5.81,3.53
18585,London,745,0.34,VS2,E,Ideal,62.4,55.0,4.48,4.53,2.81
18586,London,658,0.3,VS2,E,Ideal,61.8,56.0,4.31,4.33,2.67
18587,London,738,0.33,VS2,E,Ideal,61.5,55.0,4.47,4.5,2.76
18588,London,872,0.31,VS2,E,Ideal,61.6,56.0,4.4,4.37,2.7
18589,London,1041,0.37,VS2,E,Ideal,62.5,56.0,4.61,4.58,2.87
18590,London,1670,0.58,VS2,E,Ideal,61.9,56.0,5.34,5.38,3.32
18591,London,1815,0.52,VS2,E,Ideal,62.6,57.0,5.17,5.09,3.21
18592,London,658,0.3,VS2,E,Ideal,61.6,56.0,4.27,4.3,2.64
18593,Luxembourg,1712,0.52,VS2,E,Ideal,61.3,55.0,5.18,5.2,3.18
18594,Luxembourg,2115,0.61,VS2,E,Ideal,59.7,57.0,5.57,5.52,3.31
18595,Luxembourg,6543,1.27,VS2,E,Ideal,61.8,55.0,7.03,6.92,4.31
18596,Luxembourg,1746,0.5,VS2,E,Ideal,61.6,55.0,5.14,5.09,3.15
18597,Luxembourg,7198,1.01,VS2,E,Ideal,61.6,57.0,6.43,6.46,3.97
18598,Luxembourg,844,0.3,VS2,E,Ideal,61.6,56.0,4.3,4.27,2.64
18599,Luxembourg,658,0.3,VS2,E,Ideal,61.8,57.0,4.3,4.34,2.67
18600,Luxembourg,956,0.34,VS2,E,Ideal,62.4,56.0,4.49,4.45,2.79
18601,Luxembourg,1651,0.52,VS2,E,Ideal,61.0,55.0,5.2,5.26,3.19
18602,Luxembourg,958,0.42,VS2,E,Ideal,61.8,57.0,4.77,4.81,2.96
18603,Luxembourg,2776,0.71,VS2,E,Ideal,62.2,57.0,5.79,5.62,3.55
18604,Luxembourg,767,0.35,VS2,E,Ideal,61.5,55.0,4.52,4.56,2.79
18605,Luxembourg,680,0.31,VS2,E,Ideal,61.8,54.0,4.34,4.37,2.69
18606,Luxembourg,981,0.43,VS2,E,Ideal,61.9,56.0,4.85,4.88,3.01
18607,Luxembourg,928,0.33,VS2,E,Ideal,61.1,56.0,4.48,4.45,2.73
18608,Luxembourg,619,0.29,VS2,E,Ideal,60.1,56.0,4.3,4.34,2.6
18609,Luxembourg,1053,0.43,VS2,E,Ideal,61.6,54.0,4.9,4.88,3.01
18610,Luxembourg,1789,0.59,VS2,E,Ideal,61.5,56.0,5.38,5.42,3.32
18611,Luxembourg,2208,0.62,VS2,E,Ideal,62.0,54.5,5.46,5.48,3.39
18612,Luxembourg,900,0.32,VS2,E,Ideal,61.9,55.0,4.43,4.42,2.74
18613,Luxembourg,912,0.4,VS2,E,Ideal,61.1,56.0,4.75,4.77,2.91
18614,Luxembourg,3201,0.7,VS2,E,Ideal,60.5,59.0,5.72,5.75,3.47
18615,Luxembourg,844,0.3,VS2,E,Ideal,61.0,56.0,4.36,4.33,2.65
18616,Luxembourg,738,0.33,VS2,E,Ideal,61.3,55.0,4.46,4.5,2.75
18617,Luxembourg,1721,0.53,VS2,E,Ideal,62.7,54.0,5.15,5.18,3.24
18618,Luxembourg,3035,0.71,VS2,E,Ideal,59.5,57.0,5.83,5.86,3.48
18619,Luxembourg,1624,0.5,VS2,E,Ideal,62.2,55.0,5.07,5.09,3.16
18620,Luxembourg,928,0.33,VS2,E,Ideal,62.1,56.0,4.46,4.43,2.76
18621,Luxembourg,1739,0.53,VS2,E,Ideal,61.3,55.0,5.22,5.25,3.21
18622,Luxembourg,658,0.3,VS2,E,Ideal,61.7,55.0,4.3,4.32,2.66
18623,Luxembourg,15579,1.58,VS2,E,Ideal,62.7,56.0,7.45,7.55,4.7
18624,Luxembourg,17548,1.57,VS2,E,Ideal,60.5,57.0,7.53,7.57,4.57
18625,Luxembourg,767,0.35,VS2,E,Ideal,61.7,56.0,4.52,4.56,2.8
18626,Luxembourg,1656,0.51,VS2,E,Ideal,61.8,57.0,5.14,5.15,3.18
18627,Luxembourg,1041,0.37,VS2,E,Ideal,61.9,53.0,4.65,4.62,2.87
18628,Luxembourg,956,0.34,VS2,E,Ideal,62.1,54.0,4.52,4.5,2.8
18629,Luxembourg,1676,0.5,VS2,E,Ideal,62.3,57.0,5.08,5.04,3.15
18630,Luxembourg,702,0.32,VS2,E,Ideal,60.8,55.0,4.42,4.49,2.71
18631,Luxembourg,935,0.41,VS2,E,Ideal,62.4,54.0,4.76,4.79,2.98
18632,Luxembourg,928,0.33,VS2,E,Ideal,62.0,56.0,4.48,4.46,2.77
18633,Luxembourg,3026,0.71,VS2,E,Ideal,62.3,56.0,5.7,5.73,3.56
18634,Luxembourg,1956,0.53,VS2,E,Ideal,62.0,56.0,5.29,5.2,3.25
18635,Luxembourg,2719,0.7,VS2,E,Ideal,60.3,57.0,5.7,5.8,3.47
18636,Luxembourg,658,0.3,VS2,E,Ideal,62.0,55.0,4.27,4.31,2.66
18637,Luxembourg,844,0.3,VS2,E,Ideal,62.4,57.0,4.26,4.24,2.65
18638,Luxembourg,1815,0.52,VS2,E,Ideal,61.7,55.0,5.21,5.16,3.2
18639,Luxembourg,1768,0.5,VS2,E,Ideal,60.8,55.0,5.19,5.16,3.15
18640,Luxembourg,3497,0.76,VS2,E,Ideal,61.5,59.0,5.84,5.86,3.6
18641,Luxembourg,844,0.3,VS2,E,Ideal,61.3,57.0,4.33,4.29,2.64
18642,Luxembourg,15293,1.55,VS2,E,Ideal,61.9,58.0,7.39,7.45,4.59
18643,Luxembourg,999,0.41,VS2,E,Ideal,61.6,55.0,4.79,4.75,2.94
18644,Luxembourg,984,0.35,VS2,E,Ideal,62.2,56.0,4.53,4.51,2.81
18645,Luxembourg,2940,0.75,VS2,E,Ideal,61.6,57.0,5.84,5.81,3.59
18646,Luxembourg,999,0.41,VS2,E,Ideal,61.8,56.0,4.78,4.74,2.94
18647,Luxembourg,7569,1.0,VS2,E,Ideal,62.1,57.0,6.38,6.41,3.97
18648,Luxembourg,804,0.32,VS2,E,Ideal,62.0,55.0,4.41,4.37,2.72
18649,Luxembourg,548,0.23,VS2,E,Ideal,61.8,54.0,3.94,3.96,2.44
18650,Luxembourg,912,0.4,VS2,E,Ideal,62.4,56.0,4.71,4.74,2.95
18651,Luxembourg,2137,0.6,VS2,E,Ideal,62.3,53.8,5.41,5.45,3.38
18652,Luxembourg,3223,0.72,VS2,E,Ideal,61.3,57.0,5.76,5.79,3.54
18653,Luxembourg,738,0.33,VS2,E,Ideal,61.1,55.0,4.47,4.51,2.74
18654,Luxembourg,702,0.32,VS2,E,Ideal,61.3,57.0,4.42,4.45,2.72
18655,Luxembourg,981,0.43,VS2,E,Ideal,62.0,57.0,4.82,4.85,3.0
18656,Luxembourg,9796,1.13,VS2,E,Ideal,61.7,57.0,6.67,6.71,4.13
18657,Luxembourg,928,0.33,VS2,E,Ideal,60.8,57.0,4.47,4.45,2.71
18658,Luxembourg,704,0.35,VS2,E,Ideal,62.0,56.0,4.49,4.51,2.79
18659,Luxembourg,1662,0.51,VS2,E,Ideal,62.9,57.0,5.11,5.07,3.2
18660,Luxembourg,1984,0.58,VS2,E,Ideal,61.9,56.0,5.38,5.35,3.32
18661,Luxembourg,723,0.33,VS2,E,Ideal,61.2,56.0,4.45,4.47,2.73
18662,Amsterdam,491,0.35,SI2,E,Ideal,61.7,56.0,4.53,4.55,2.8
18663,Amsterdam,14308,2.03,SI2,E,Ideal,62.3,56.0,8.11,8.09,5.05
18664,Amsterdam,10698,1.53,SI2,E,Ideal,61.0,55.0,7.44,7.5,4.55
18665,Amsterdam,1385,0.51,SI2,E,Ideal,62.0,56.0,5.12,5.14,3.18
18666,Amsterdam,1248,0.59,SI2,E,Ideal,61.6,54.0,5.42,5.45,3.35
18667,Amsterdam,3050,0.81,SI2,E,Ideal,62.1,57.0,5.97,5.91,3.69
18668,Amsterdam,10550,1.57,SI2,E,Ideal,61.4,56.0,7.52,7.44,4.59
18669,Amsterdam,427,0.33,SI2,E,Ideal,62.2,54.0,4.44,4.46,2.77
18670,Amsterdam,919,0.43,SI2,E,Ideal,62.1,56.0,4.85,4.84,3.01
18671,Amsterdam,477,0.34,SI2,E,Ideal,62.4,57.0,4.47,4.5,2.8
18672,Amsterdam,5268,1.2,SI2,E,Ideal,61.3,56.0,6.8,6.71,4.14
18673,Amsterdam,5491,1.03,SI2,E,Ideal,61.7,55.0,6.52,6.46,4.01
18674,Amsterdam,2436,0.7,SI2,E,Ideal,62.3,58.0,5.66,5.7,3.54
18675,Amsterdam,3756,0.91,SI2,E,Ideal,62.7,57.0,6.19,6.26,3.9
18676,Amsterdam,11149,1.59,SI2,E,Ideal,62.3,55.0,7.48,7.52,4.67
18677,Amsterdam,2668,0.82,SI2,E,Ideal,62.1,55.0,6.04,6.01,3.74
18678,Amsterdam,628,0.38,SI2,E,Ideal,61.8,56.0,4.62,4.66,2.87
18679,Zurich,1240,0.5,SI2,E,Ideal,62.4,57.0,5.07,5.03,3.15
18680,Zurich,427,0.32,SI2,E,Ideal,61.0,56.0,4.42,4.44,2.7
18681,Zurich,6901,1.55,SI2,E,Ideal,62.3,55.0,7.44,7.37,4.61
18682,Zurich,4969,1.11,SI2,E,Ideal,62.2,56.0,6.58,6.66,4.12
18683,Zurich,2467,0.73,SI2,E,Ideal,62.1,56.0,5.74,5.79,3.58
18684,Zurich,3015,0.81,SI2,E,Ideal,61.0,56.0,5.99,6.05,3.67
18685,Zurich,1146,0.52,SI2,E,Ideal,61.8,57.0,5.14,5.18,3.19
18686,Zurich,1250,0.54,SI2,E,Ideal,62.1,56.0,5.22,5.18,3.23
18687,Zurich,2609,0.75,SI2,E,Ideal,61.7,55.0,5.9,5.86,3.63
18688,Zurich,5437,1.01,SI2,E,Ideal,61.5,55.0,6.44,6.51,3.98
18689,Zurich,3804,0.9,SI2,E,Ideal,62.1,56.0,6.25,6.19,3.86
18690,Zurich,5704,1.07,SI2,E,Ideal,61.5,56.0,6.61,6.58,4.06
18691,Zurich,2431,0.73,SI2,E,Ideal,61.3,54.0,5.8,5.88,3.58
18692,Zurich,876,0.41,SI2,E,Ideal,59.8,55.0,4.93,4.81,2.91
18693,Zurich,576,0.32,SI2,E,Ideal,62.7,57.0,4.37,4.34,2.73
18694,Zurich,919,0.43,SI2,E,Ideal,61.9,57.0,4.86,4.83,3.0
18695,Zurich,4808,1.0,SI2,E,Ideal,62.2,52.0,6.42,6.47,4.01
18696,Zurich,10935,1.51,SI2,E,Ideal,60.5,57.0,7.38,7.42,4.48
18697,Zurich,1229,0.53,SI2,E,Ideal,60.8,57.0,5.23,5.26,3.19
18698,Zurich,4604,1.01,SI2,E,Ideal,59.6,60.0,6.52,6.6,3.91
18699,Zurich,2550,0.71,SI2,E,Ideal,62.7,56.0,5.68,5.71,3.57
18700,Zurich,4613,1.07,SI2,E,Ideal,62.4,57.0,6.52,6.55,4.08
18701,Zurich,2308,0.72,SI2,E,Ideal,61.8,55.0,5.77,5.75,3.56
18702,Zurich,2753,0.77,SI2,E,Ideal,62.1,56.0,5.84,5.86,3.63
18703,Zurich,2619,0.71,SI2,E,Ideal,61.2,57.0,5.75,5.78,3.53
18704,Las Vegas,876,0.41,SI2,E,Ideal,62.8,57.0,4.73,4.7,2.96
18705,Las Vegas,5163,1.04,SI2,E,Ideal,61.6,55.0,6.51,6.54,4.02
18706,Las Vegas,2674,0.72,SI2,E,Ideal,60.1,56.0,5.85,5.83,3.51
18707,Las Vegas,13097,1.71,SI2,E,Ideal,62.7,55.0,7.69,7.62,4.8
18708,Las Vegas,2680,0.76,SI2,E,Ideal,61.5,57.0,5.83,5.87,3.6
18709,Las Vegas,2680,0.76,SI2,E,Ideal,61.5,55.0,5.88,5.93,3.63
18710,Las Vegas,1185,0.5,SI2,E,Ideal,61.1,58.0,5.09,5.13,3.12
18711,Las Vegas,4983,1.02,SI2,E,Ideal,62.6,54.6,6.4,6.44,4.02
18712,Las Vegas,449,0.32,SI2,E,Ideal,62.0,55.0,4.36,4.41,2.72
18713,Las Vegas,3450,1.0,SI2,E,Ideal,62.9,56.0,6.32,6.3,3.97
18714,Las Vegas,11781,1.68,SI2,E,Ideal,60.4,55.0,7.7,7.79,4.68
18715,Las Vegas,1229,0.53,SI2,E,Ideal,61.2,55.0,5.23,5.26,3.21
18716,Las Vegas,4011,0.92,SI2,E,Ideal,62.1,53.0,6.22,6.25,3.87
18717,Las Vegas,2594,0.74,SI2,E,Ideal,60.9,57.0,5.83,5.89,3.57
18718,Las Vegas,5080,1.08,SI2,E,Ideal,61.7,57.0,6.6,6.55,4.06
18719,Las Vegas,2398,0.72,SI2,E,Ideal,62.3,54.0,5.75,5.78,3.59
18720,Las Vegas,2937,0.82,SI2,E,Ideal,62.1,56.0,6.01,5.98,3.72
18721,Las Vegas,4666,1.01,SI2,E,Ideal,61.2,54.0,6.49,6.52,3.98
18722,New York City,6343,1.22,SI2,E,Ideal,62.7,57.0,6.84,6.81,4.28
18723,New York City,4798,1.02,SI2,E,Ideal,62.1,55.0,6.51,6.4,4.01
18724,New York City,2375,0.7,SI2,E,Ideal,60.5,56.0,5.8,5.77,3.5
18725,New York City,1412,0.52,SI2,E,Ideal,61.0,57.0,5.18,5.21,3.17
18726,New York City,3808,0.9,SI2,E,Ideal,62.6,57.0,6.13,6.2,3.86
18727,New York City,2511,0.71,SI2,E,Ideal,65.5,55.0,5.62,5.56,3.66
18728,New York City,5093,1.16,SI2,E,Ideal,62.7,56.0,6.73,6.69,4.21
18729,New York City,628,0.38,SI2,E,Ideal,62.1,54.1,4.64,4.69,2.9
18730,New York City,4751,1.01,SI2,E,Ideal,59.2,56.0,6.63,6.59,3.91
18731,New York City,603,0.38,SI2,E,Ideal,61.5,55.0,4.69,4.72,2.89
18732,New York City,11090,1.61,SI2,E,Ideal,63.0,60.0,7.45,7.42,4.68
18733,New York City,5035,1.09,SI2,E,Ideal,61.6,55.0,6.6,6.64,4.08
18734,New York City,4845,1.03,SI2,E,Ideal,62.3,56.0,6.52,6.44,4.04
18735,New York City,3143,0.83,SI2,E,Ideal,61.0,57.0,6.06,6.13,3.72
18736,New York City,1221,0.55,SI2,E,Ideal,62.0,56.0,5.27,5.31,3.28
18737,New York City,5938,1.11,SI2,E,Ideal,61.4,58.0,6.63,6.66,4.08
18738,New York City,1262,0.53,SI2,E,Ideal,63.0,57.0,5.16,5.13,3.24
18739,New York City,4398,1.02,SI2,E,Ideal,62.4,55.0,6.44,6.47,4.03
18740,New York City,4666,1.01,SI2,E,Ideal,61.1,57.0,6.48,6.52,3.97
18741,New York City,5546,1.12,SI2,E,Ideal,62.0,57.0,6.61,6.63,4.11
18742,New York City,1177,0.51,SI2,E,Ideal,62.7,53.0,5.09,5.12,3.2
18743,New York City,3898,0.91,SI2,E,Ideal,61.5,56.0,6.23,6.2,3.82
18744,New York City,4564,1.07,SI2,E,Ideal,61.6,55.0,6.62,6.59,4.07
18745,New York City,6006,1.2,SI2,E,Ideal,61.3,56.0,6.85,6.88,4.21
18746,New York City,2283,0.7,SI2,E,Ideal,62.5,54.0,5.68,5.71,3.56
18747,New York City,5962,1.11,SI2,E,Ideal,60.6,56.0,6.76,6.78,4.1
18748,New York City,5004,1.11,SI2,E,Ideal,62.8,55.0,6.62,6.6,4.15
18749,New York City,630,0.35,SI2,E,Ideal,61.4,56.0,4.55,4.51,2.78
18750,Paris,12210,2.0,SI2,E,Ideal,62.3,56.0,8.04,7.94,4.98
18751,Paris,2360,0.77,SI2,E,Ideal,61.0,57.0,5.95,5.92,3.62
18752,Paris,2401,0.72,SI2,E,Ideal,61.3,55.0,5.75,5.84,3.55
18753,Paris,10357,1.63,SI2,E,Ideal,61.7,57.0,7.5,7.54,4.64
18754,Paris,935,0.46,SI2,E,Ideal,61.3,55.0,4.98,5.0,3.06
18755,Paris,666,0.4,SI2,E,Ideal,61.2,55.0,4.74,4.77,2.91
18756,Paris,2530,0.72,SI2,E,Ideal,62.5,55.0,5.69,5.74,3.57
18757,Paris,10339,1.53,SI2,E,Ideal,61.2,57.0,7.42,7.46,4.55
18758,Paris,2061,0.7,SI2,E,Ideal,62.0,56.0,5.71,5.74,3.55
18759,Paris,4939,1.26,SI2,E,Ideal,62.4,57.0,6.91,6.85,4.29
18760,Paris,7023,1.27,SI2,E,Ideal,60.8,57.0,7.0,7.02,4.26
18761,Paris,13387,2.01,SI2,E,Ideal,62.1,57.0,8.0,7.88,4.93
18762,Paris,1163,0.54,SI2,E,Ideal,62.1,56.0,5.18,5.22,3.23
18763,Paris,449,0.32,SI2,E,Ideal,62.7,55.0,4.39,4.42,2.76
18764,Paris,4434,1.01,SI2,E,Ideal,62.8,57.0,6.38,6.35,4.0
18765,Paris,4972,0.94,SI2,E,Ideal,61.6,57.0,6.29,6.31,3.88
18766,Paris,2617,0.74,SI2,E,Ideal,60.9,57.0,5.89,5.83,3.57
18767,Paris,5822,1.19,SI2,E,Ideal,60.2,57.0,6.87,6.84,4.13
18768,Tel Aviv,2398,0.7,SI2,E,Ideal,61.9,57.0,5.66,5.69,3.51
18769,Tel Aviv,11924,1.7,SI2,E,Ideal,59.6,59.0,7.73,7.83,4.64
18770,Tel Aviv,2475,0.7,SI2,E,Ideal,62.1,56.0,5.68,5.65,3.52
18771,Tel Aviv,5325,1.07,SI2,E,Ideal,62.2,55.0,6.54,6.58,4.08
18772,Tel Aviv,558,0.31,SI2,E,Ideal,61.7,56.0,4.4,4.35,2.7
18773,Tel Aviv,11816,1.71,SI2,E,Ideal,61.9,57.0,7.69,7.65,4.75
18774,Tel Aviv,614,0.39,SI2,E,Ideal,61.0,55.0,4.74,4.77,2.9
18775,Tel Aviv,17849,2.01,SI2,E,Ideal,62.2,57.0,8.09,8.04,5.02
18776,Tel Aviv,401,0.3,SI2,E,Ideal,62.1,54.0,4.32,4.35,2.69
18777,Tel Aviv,3800,0.91,SI2,E,Ideal,62.2,57.0,6.2,6.24,3.87
18778,Tel Aviv,3478,0.86,SI2,E,Ideal,60.0,56.0,6.22,6.24,3.74
18779,Tel Aviv,4989,1.08,SI2,E,Ideal,61.7,57.0,6.55,6.6,4.06
18780,Tel Aviv,3662,0.9,SI2,E,Ideal,62.0,55.0,6.15,6.23,3.84
18781,Tel Aviv,1244,0.57,SI2,E,Ideal,62.1,55.0,5.34,5.36,3.32
18782,Tel Aviv,3429,0.89,SI2,E,Ideal,62.4,56.0,6.04,6.08,3.78
18783,Tel Aviv,2938,0.81,SI2,E,Ideal,60.2,57.0,6.1,6.06,3.66
18784,Tel Aviv,5444,1.24,SI2,E,Ideal,59.2,55.0,7.05,7.03,4.17
18785,Tel Aviv,427,0.32,SI2,E,Ideal,61.3,56.0,4.42,4.45,2.72
18786,Tel Aviv,2939,0.72,SI2,E,Ideal,62.4,57.0,5.71,5.74,3.57
18787,Tel Aviv,4712,1.02,SI2,E,Ideal,60.3,57.0,6.5,6.53,3.95
18788,Tel Aviv,477,0.34,SI2,E,Ideal,62.0,56.0,4.45,4.48,2.77
18789,Tel Aviv,3441,0.85,SI2,E,Ideal,60.7,55.0,6.14,6.19,3.74
18790,Tel Aviv,1234,0.58,SI2,E,Ideal,62.7,56.0,5.29,5.34,3.33
18791,Dubai,625,0.41,SI2,E,Ideal,61.8,54.0,4.78,4.8,2.96
18792,Dubai,18128,2.08,SI2,E,Ideal,60.2,60.0,8.28,8.32,5.0
18793,Dubai,2581,0.73,SI2,E,Ideal,60.9,57.0,5.83,5.8,3.54
18794,Dubai,454,0.34,SI2,E,Ideal,61.4,55.0,4.5,4.52,2.77
18795,Dubai,1154,0.5,SI2,E,Ideal,62.5,57.0,5.04,5.07,3.16
18796,Dubai,2559,0.81,SI2,E,Ideal,62.0,55.0,6.0,5.96,3.71
18797,Dubai,2864,0.81,SI2,E,Ideal,60.3,57.0,6.07,6.04,3.65
18798,Dubai,3872,0.89,SI2,E,Ideal,61.8,56.0,6.15,6.19,3.81
18799,Dubai,2870,0.83,SI2,E,Ideal,62.2,57.0,6.0,6.05,3.75
18800,Dubai,558,0.31,SI2,E,Ideal,60.1,57.0,4.44,4.41,2.66
18801,Dubai,3588,1.04,SI2,E,Ideal,59.0,57.0,6.65,6.6,3.91
18802,Dubai,3455,1.02,SI2,E,Ideal,62.3,56.0,6.42,6.37,3.98
18803,Dubai,855,0.4,SI2,E,Ideal,61.2,55.0,4.77,4.74,2.91
